,ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
126,ID623891265,54 Norwood Dr,KEILOR EAST,770000.0,h,22/05/2016,4,2.0,2.0,546.0,49.0,-37.7428,144.8536,20003,4206.899543209701,2845.0,0,79.38095238095238,225.8,53.55555555555556
127,ID148342816,21 Sandra St,MELTON,480000.0,h,1/07/2017,3,1.0,2.0,900.0,39.0,-37.68738,144.57415,19980,1777.2069163848898,2385.0,1,12.583333333333334,13.6,5.142857142857143
128,ID116778528,152 Balwyn Rd,BALWYN,2380000.0,h,17/06/2017,3,2.0,2.0,752.0,81.0,-37.80648,145.08274,19893,2008.7117777911253,1284.0,0,125.08695652173913,839.375,108.0
129,ID322853805,1 Avenue Victoria,HAWTHORN EAST,2040000.0,h,27/06/2016,3,1.0,2.0,783.0,69.0,-37.8234,145.0526,19903,604.4623143109704,2710.0,0,143.04166666666666,1283.5625,102.45454545454545
130,ID955832005,104 Hannan St,WILLIAMSTOWN,2050000.0,h,22/05/2016,4,2.0,2.0,648.0,8.0,-37.8601,144.8879,19993,324.66025978331623,1260.0,0,130.7826086956522,762.75,109.44444444444444
131,ID337361446,11 Raheen Dr,KEW,3015000.0,h,29/07/2017,4,2.0,2.0,813.0,49.0,-37.80437,145.01725,19905,2005.6436945034102,2780.0,0,41.142857142857146,142.4,25.22222222222222
132,ID320872498,1/14 Stable Dr,TRUGANINA,390000.0,u,27/05/2017,3,2.0,1.0,289.0,11.0,-37.84169,144.72333,47648,2729.8841557088294,1920.0,0,40.421052631578945,102.26666666666667,18.22222222222222
133,ID441513873,36 College St,HAWTHORN,2265000.0,h,18/03/2017,2,1.0,1.0,460.0,109.0,-37.8173,145.0248,19905,530.8393744908142,3635.0,0,156.70833333333334,1480.2666666666667,132.1818181818182
134,ID415315489,44 Melrose St,PARKDALE,820000.0,h,1/07/2017,3,2.0,2.0,445.0,22.0,-37.99652,145.08523,19864,869.9139399265813,3027.6923076923076,0,117.29166666666667,1378.5333333333333,150.9090909090909
135,ID602893851,1/71 Lynch Rd,FAWKNER,333000.0,u,4/03/2017,2,1.0,1.0,97.0,49.0,-37.7118,144.9689,19962,799.9727973917123,5031.428571428572,0,156.70833333333334,1480.2666666666667,132.1818181818182
136,ID963653515,15 Tyne St,CAMBERWELL,2850000.0,h,23/09/2017,4,2.0,8.0,905.0,12.0,-37.84578,145.08436,19849,727.2626263504627,4825.714285714285,0,470.9583333333333,3339.705882352941,557.0
137,ID946975989,45 Fran St,GLENROY,588000.0,h,15/10/2016,3,1.0,1.0,616.0,59.0,-37.7029,144.9053,20032,1065.5418780279147,1833.3333333333333,0,210.45833333333334,1676.0,169.77777777777777
138,ID707567550,3 Plant St,MALVERN,3460000.0,h,4/06/2016,4,2.0,2.0,502.0,3.0,-37.8515,145.0324,19911,854.1280556257232,3216.0,0,87.14285714285714,348.73333333333335,76.0
139,ID856253505,11 Delmare St,LALOR,700000.0,h,19/08/2017,3,1.0,1.0,537.0,44.0,-37.66958,145.02941,20006,1153.7575890573557,3540.0,1,177.47826086956522,1281.7333333333333,207.5
140,ID397101207,5 Nuragi Ct,WERRIBEE,635000.0,h,26/08/2017,4,2.0,1.0,662.0,39.0,-37.89327,144.64789,19921,1346.2984421297338,2605.714285714286,1,18.5,38.13333333333333,6.333333333333333
141,ID122710788,14 Ward St,SOUTH MELBOURNE,1700000.0,h,24/06/2017,3,1.0,1.0,118.0,99.0,-37.83347,144.95692,20043,1728.6144435766023,0,0,155.625,728.625,134.3
142,ID203669849,8/99 Barton St,RESERVOIR,300000.0,u,22/08/2016,2,1.0,1.0,0.0,5.0,-37.7112,144.9989,20010,953.2702408836802,4278.0,0,117.80952380952381,378.06666666666666,47.8
143,ID649642071,1/270 Spring Rd,DINGLEY VILLAGE,595000.0,u,27/05/2017,2,1.0,1.0,2256.0,39.0,-37.9811,145.13807,19891,3495.1041147917363,5443.636363636364,0,415.875,2214.3333333333335,356.44444444444446
144,ID252782960,121 Murray Rd,PRESTON,830000.0,h,3/06/2017,4,1.0,2.0,540.0,54.0,-37.73935,145.01516999999996,20012,1291.6622076635783,2304.0,0,92.0,1027.4375,111.66666666666667
145,ID644619868,45 Parry Rd,ELTHAM NORTH,895000.0,h,27/05/2017,4,3.0,2.0,792.0,24.0,-37.68966,145.14649,19988,2106.7212928611975,3120.0,0,63.666666666666664,99.4,42.2
146,ID970375800,484 Waterdale Rd,HEIDELBERG HEIGHTS,915000.0,h,25/02/2017,3,1.0,1.0,748.0,69.0,-37.7416,145.0481,19936,1594.389172534618,2862.8571428571427,0,153.08695652173913,1704.7333333333333,324.8888888888889
147,ID399695495,21 Millicent Av,BULLEEN,1225000.0,h,16/09/2017,4,1.0,2.0,753.0,59.0,-37.77592,145.09714,19935,3833.0511959497117,2742.8571428571427,0,117.66666666666667,1162.6,191.88888888888889
148,ID985370495,5 Linden St,BRUNSWICK EAST,1015000.0,h,13/05/2017,2,1.0,0.0,137.0,129.0,-37.7738,144.9733,19969,1289.926081881554,4965.0,0,111.5,355.93333333333334,60.333333333333336
149,ID430608843,4/24 Hyslop Pde,MALVERN EAST,820000.0,u,22/05/2016,2,2.0,1.0,0.0,6.0,-37.8823,145.0729,19838,672.5157109623302,3370.5882352941176,0,87.14285714285714,348.73333333333335,76.0
150,ID615004306,6 Clyde St,MARIBYRNONG,1050000.0,h,1/07/2017,3,2.0,1.0,563.0,15.0,-37.769,144.89934,20038,1782.266374601062,2033.3333333333333,0,102.47619047619048,352.6,106.22222222222223
151,ID122696451,46 Vincent Cr,WERRIBEE,484000.0,h,8/07/2017,3,1.0,0.0,531.0,59.0,-37.88996,144.65526,19921,1167.8742882118866,2605.714285714286,0,18.5,38.13333333333333,6.333333333333333
152,ID267650729,6 Hardwick St,COBURG,967000.0,h,25/02/2017,3,1.0,1.0,169.0,34.0,-37.7494,144.9681,19966,790.9549979478824,5317.5,0,137.20833333333334,1183.2,166.0
153,ID586898487,20 Huntly St,MOONEE PONDS,970000.0,h,20/05/2017,2,1.0,2.0,272.0,119.0,-37.7641,144.9073,20038,1058.9482384160951,2033.3333333333333,0,49.473684210526315,102.25,21.88888888888889
154,ID614216644,21 Hamilton St,NIDDRIE,975000.0,h,13/08/2016,3,1.0,1.0,822.0,69.0,-37.7379,144.8854,20036,3295.5235680885435,2032.5,0,11.833333333333334,52.2,6.666666666666667
155,ID696084628,9/5 Boston Rd,BALWYN,1140000.0,h,4/06/2016,3,2.0,2.0,175.0,43.0,-37.8162,145.0771,19893,991.0226969188792,1284.0,0,120.73913043478261,881.5,102.88888888888889
156,ID728156533,1/5 Wight St,KENSINGTON,773000.0,t,26/07/2016,2,1.0,1.0,0.0,49.0,-37.7937,144.9295,20041,90.55622494438391,1972.5,0,37.04545454545455,154.33333333333334,24.666666666666668
157,ID960392564,63 Kent St,ASCOT VALE,751000.0,h,7/05/2016,2,1.0,1.0,118.0,129.0,-37.7807,144.9288,20040,737.9401527571424,2032.5,0,311.2083333333333,2215.75,346.0
158,ID909111689,8/7 Warner St,MALVERN,611000.0,u,8/10/2016,2,1.0,1.0,0.0,11.0,-37.8515,145.0372,19911,463.9629708633441,3216.0,0,87.14285714285714,348.73333333333335,76.0
159,ID443529523,55 Milroy St,BRIGHTON EAST,1900000.0,h,29/04/2017,5,3.0,2.0,583.0,10.0,-37.9057,145.0101,19952,664.4881783372566,3017.6470588235293,0,362.1666666666667,2108.0625,314.0
160,ID208254329,13 Stewart St,ORMOND,1360000.0,h,8/10/2016,2,1.0,1.0,690.0,89.0,-37.9056,145.0288,19940,985.2989866765962,2700.0,0,36.59090909090909,147.2,42.77777777777778
161,ID695429026,36 Rutland St,CLIFTON HILL,1310000.0,h,19/08/2017,2,1.0,2.0,146.0,129.0,-37.79346,144.99642,19974,541.8419541387775,3810.0,0,137.20833333333334,1183.2,166.0
162,ID335542969,405/155 Beach St,PORT MELBOURNE,1610000.0,u,10/12/2016,2,2.0,2.0,0.0,12.0,-37.8392,144.9257,22180,3273.0898428790697,0,0,85.95652173913044,1043.8666666666666,112.77777777777777
163,ID307218388,5 Pickford St,PRAHRAN,1582000.0,h,25/02/2017,2,1.0,0.0,214.0,104.0,-37.8572,145.0066,19946,961.4397921806261,2048.5714285714284,0,92.0,1027.4375,111.66666666666667
164,ID523970550,58 Donald St,BRUNSWICK,936000.0,h,16/04/2016,2,1.0,2.0,200.0,119.0,-37.7581,144.9678,19966,662.3127994112158,5317.5,0,100.52380952380952,300.4,45.22222222222222
166,ID688250805,171 Southern Rd,HEIDELBERG WEST,950000.0,h,22/04/2017,3,1.0,3.0,695.0,63.0,-37.7416,145.0406,19936,2252.723155208034,2862.8571428571427,0,153.08695652173913,1704.7333333333333,324.8888888888889
167,ID487257342,240 Barkly St,BRUNSWICK,1275000.0,h,24/06/2017,3,1.0,1.0,406.0,119.0,-37.77655,144.96325,19969,435.14757463758133,4965.0,0,111.5,355.93333333333334,60.333333333333336
168,ID320062481,9 Ella Ct,DONCASTER,1060000.0,h,27/05/2017,3,1.0,1.0,633.0,39.0,-37.79094,145.11335,20042,3227.4220327801577,3030.0,0,415.875,2214.3333333333335,356.44444444444446
169,ID271867696,13 Melaleuca Av,TEMPLESTOWE LOWER,2000000.0,h,29/07/2017,6,3.0,2.0,1054.0,49.0,-37.77404,145.11703,20042,5044.353067042306,3030.0,0,316.5416666666667,1022.8125,237.66666666666666
170,ID623948984,16 Wendora St,STRATHMORE,1075000.0,h,24/09/2016,3,2.0,1.0,752.0,19.0,-37.7303,144.9198,20034,740.8949110340257,2033.3333333333333,0,121.0909090909091,439.2,60.44444444444444
171,ID166827523,114A Bay St,BRIGHTON,1230000.0,t,25/02/2017,2,2.0,2.0,201.0,109.0,-37.905,144.9959,19952,589.0546718236404,1836.0,0,362.1666666666667,2108.0625,314.0
172,ID183449538,211 Scotchmer St,FITZROY NORTH,1620000.0,h,26/08/2017,4,1.0,1.0,241.0,129.0,-37.78346,144.98685,20019,489.64563873110785,3860.0,0,255.95833333333334,1618.4117647058824,222.7
173,ID929462806,1/37 Hampton Pde,WEST FOOTSCRAY,723000.0,h,10/09/2016,3,1.0,2.0,302.0,81.0,-37.8066,144.8666,20022,878.9790728167069,2190.0,0,36.59090909090909,147.2,42.77777777777778
174,ID135056030,17 View St,CANTERBURY,3725000.0,h,13/05/2017,3,2.0,2.0,857.0,139.0,-37.8203,145.0785,19893,523.8588924636388,1284.0,0,470.9583333333333,3339.705882352941,557.0
175,ID173981595,12 McNamara St,BEAUMARIS,1385000.0,h,26/08/2017,4,2.0,2.0,588.0,59.0,-37.97258,145.05123,19866,721.8386360257128,2841.4285714285716,0,12.642857142857142,26.571428571428573,2.6666666666666665
176,ID357498140,14 Herbert St,AVONDALE HEIGHTS,585000.0,h,17/09/2016,3,1.0,2.0,322.0,7.0,-37.7686,144.8576,20004,3064.9499130400322,2665.0,0,206.75,1709.9375,183.33333333333334
177,ID249872065,62 Powell Dr,HOPPERS CROSSING,557000.0,h,15/07/2017,3,1.0,2.0,577.0,44.0,-37.88505,144.69423,19922,622.9570522222615,2562.8571428571427,0,80.84210526315789,223.93333333333334,58.55555555555556
178,ID927058898,2/509 St Kilda St,ELWOOD,878500.0,h,12/11/2016,3,2.0,1.0,75.0,17.0,-37.8843,144.9917,19954,809.6703094264943,4911.0,0,195.83333333333334,1779.0666666666666,147.3
179,ID929125134,4/924 Toorak Rd,CAMBERWELL,1320000.0,t,1/07/2017,3,2.0,2.0,227.0,13.0,-37.84689,145.05863,19912,939.0100033816296,3400.0,0,470.9583333333333,3339.705882352941,557.0
180,ID576255138,5 Hamilton St,NIDDRIE,991000.0,h,11/02/2017,3,1.0,1.0,716.0,69.0,-37.7368,144.8856,20036,3319.5739919555463,2032.5,0,14.055555555555555,58.666666666666664,7.666666666666667
181,ID582595284,37 Park Av,WEST FOOTSCRAY,660000.0,h,3/09/2017,3,2.0,2.0,134.0,49.0,-37.80782,144.86586,20022,987.7434710891444,2190.0,0,42.57142857142857,147.0,51.333333333333336
182,ID769995445,102a Jukes Rd,FAWKNER,538000.0,t,22/05/2016,3,2.0,2.0,217.0,59.0,-37.7018,144.9679,19961,804.6905191588332,4702.5,0,143.04166666666666,1283.5625,102.45454545454545
183,ID658330564,13 Pixel Cct,COBURG NORTH,625000.0,h,10/09/2016,3,1.0,2.0,104.0,5.0,-37.7307,144.9826,19964,1767.745868034063,4851.428571428572,0,133.91666666666666,1156.7333333333333,139.88888888888889
184,ID519360390,4/43 St Vigeons Rd,RESERVOIR,365000.0,u,24/06/2017,1,1.0,1.0,113.0,69.0,-37.70717,145.02643,20009,1491.7237787724684,5754.545454545455,0,126.42857142857143,380.2,68.3
185,ID560416330,257 Liberty Pde,HEIDELBERG WEST,507000.0,h,28/05/2016,3,1.0,1.0,536.0,59.0,-37.7403,145.0365,19936,2624.8956999827915,2862.8571428571427,0,150.08695652173913,1565.4,276.7
186,ID925548640,1894 Malvern Rd,MALVERN EAST,1301000.0,h,3/12/2016,4,3.0,2.0,611.0,109.0,-37.8724,145.0628,19837,383.5111543117591,3292.9411764705883,0,87.14285714285714,348.73333333333335,76.0
187,ID724677949,20 Brett Ct,SUNBURY,570000.0,h,3/09/2017,4,2.0,2.0,693.0,24.0,-37.57029,144.71163,15351,1695.7820437588773,4180.0,0,201.72727272727272,824.75,150.6
188,ID538337808,1/52 Caroline St,SOUTH YARRA,410000.0,u,8/04/2017,1,1.0,0.0,0.0,19.0,-37.8378,144.9883,19959,362.63757956381204,3030.0,1,155.625,728.625,134.3
189,ID684957664,8/67 Denham St,HAWTHORN,415000.0,u,24/09/2016,1,1.0,1.0,0.0,129.0,-37.8192,145.0221,19905,300.63746002692864,3050.0,0,143.04166666666666,1283.5625,102.45454545454545
190,ID323397663,229 Highbury Rd,BURWOOD,900000.0,h,13/08/2016,4,1.0,4.0,586.0,64.0,-37.856,145.1196,19840,2067.7111740393384,2524.6153846153848,0,79.0,329.6875,48.1
191,ID320500563,3/22 Scottsdale St,SURREY HILLS,899000.0,u,25/02/2017,2,1.0,1.0,226.0,39.0,-37.8327,145.1019,19895,990.843731966976,2382.0,1,316.5416666666667,1022.8125,237.66666666666666
192,ID843172162,1/13 Winifred St,ESSENDON,480000.0,u,18/03/2017,2,1.0,1.0,0.0,8.0,-37.7444,144.9116,20036,879.509814365772,2032.5,0,156.70833333333334,1480.2666666666667,132.1818181818182
193,ID714999801,23 Wakefield St,KENSINGTON,1190000.0,h,20/05/2017,3,2.0,1.0,180.0,7.0,-37.7973,144.9208,20026,479.9287154366872,450.0,0,41.142857142857146,142.4,25.22222222222222
194,ID904561765,60 Bardsley St,SUNSHINE WEST,650000.0,h,18/03/2017,3,1.0,3.0,612.0,49.0,-37.7916,144.82,22241,1183.1094727295208,960.0,0,316.5416666666667,1022.8125,237.66666666666666
195,ID128825353,41 Shrewsbury St,BENTLEIGH EAST,1595000.0,h,19/08/2017,4,1.0,2.0,581.0,59.0,-37.91291,145.05996000000005,19940,1924.2797574307092,2802.8571428571427,0,125.08695652173913,839.375,108.0
196,ID209222900,1 Albion Ct,HOPPERS CROSSING,650000.0,h,23/09/2017,3,2.0,2.0,913.0,14.0,-37.85152,144.70802,47648,2451.2602828801037,1920.0,0,80.84210526315789,223.93333333333334,58.55555555555556
197,ID196536963,142 Hotham Rd,NIDDRIE,522500.0,u,26/07/2016,2,1.0,1.0,167.0,69.0,-37.7328,144.8764,20036,4236.145110468236,2032.5,0,11.833333333333334,52.2,6.666666666666667
198,ID273823856,312 Glenferrie Rd,MALVERN,4700000.0,h,14/05/2016,4,3.0,2.0,879.0,24.0,-37.8527,145.0301,19945,1035.026650969274,1540.0,0,87.14285714285714,348.73333333333335,76.0
199,ID972974915,10/18 Tulloch Gr,GLEN WAVERLEY,655000.0,t,17/06/2017,3,2.0,2.0,0.0,17.0,-37.89873,145.15072,19873,2360.594254271425,2469.230769230769,0,13.0,21.071428571428573,8.142857142857142
200,ID272643265,607/255 Racecourse Rd,KENSINGTON,630000.0,u,4/03/2017,2,2.0,1.0,0.0,109.0,-37.7886,144.9328,20040,364.8043084249475,2032.5,0,41.142857142857146,142.4,25.22222222222222
201,ID338043220,8/121 Thomas St,HAMPTON,802000.0,u,3/12/2016,2,1.0,1.0,0.0,54.0,-37.939,145.0137,19949,1079.677948542961,1800.0,0,33.0,101.13333333333334,22.444444444444443
202,ID951686150,16 Cooper Av,GLEN WAVERLEY,1292000.0,h,19/08/2017,4,2.0,2.0,768.0,49.0,-37.89965,145.17135,19873,2386.550245289963,2413.846153846154,0,13.0,21.071428571428573,8.142857142857142
203,ID738362711,20 Salisbury Gr,NORTHCOTE,790000.0,h,10/09/2016,2,1.0,1.0,136.0,19.0,-37.7651,145.0027,20015,508.95271760983593,1987.5,0,25.5625,60.53333333333333,14.0
204,ID252673014,37 Stirling St,FOOTSCRAY,1362000.0,h,3/12/2016,3,2.0,0.0,497.0,129.0,-37.7958,144.9024,20025,592.2726901613019,1260.0,0,36.59090909090909,147.2,42.77777777777778
205,ID401501657,3/1 Inga St,OAKLEIGH EAST,740000.0,u,3/06/2017,3,1.0,1.0,211.0,15.0,-37.89941,145.11523,19916,1716.5262892371236,3940.0,0,117.29166666666667,1378.5333333333333,150.9090909090909
207,ID989109617,99 Christmas St,NORTHCOTE,1575000.0,h,7/11/2016,2,1.0,3.0,607.0,74.0,-37.7668,145.0149,19930,1388.3900401289827,2310.0,0,25.5625,60.53333333333333,14.0
208,ID296340612,2B Creek Pde,NORTHCOTE,2270000.0,h,10/12/2016,4,2.0,2.0,440.0,27.0,-37.7852,144.9975,19974,426.2831634496043,3810.0,0,25.5625,60.53333333333333,14.0
209,ID887590159,102 Manning Rd,MALVERN EAST,1690000.0,h,16/04/2016,4,2.0,2.0,334.0,99.0,-37.8743,145.0588,19837,697.714971328071,3292.9411764705883,0,87.14285714285714,348.73333333333335,76.0
210,ID342577922,3 Portland St,RICHMOND,3020000.0,h,14/05/2016,3,2.0,2.0,389.0,8.0,-37.8214,144.9951,19908,526.299990801295,3236.0,1,117.80952380952381,378.06666666666666,47.8
211,ID245987802,8/36 Power St,HAWTHORN,600000.0,u,4/03/2017,2,1.0,1.0,0.0,5.0,-37.816,145.0272,19905,750.7742599283661,3050.0,0,156.70833333333334,1480.2666666666667,132.1818181818182
212,ID567140308,2/33 Oakleigh Rd,CARNEGIE,930000.0,t,10/12/2016,2,2.0,1.0,166.0,10.0,-37.8982,145.0488,19941,981.0038319476857,2690.0,0,462.9583333333333,3343.0588235294117,509.8333333333333
213,ID659534761,5/26 Clifton St,PRAHRAN,590000.0,u,10/12/2016,2,1.0,1.0,356.0,14.0,-37.8509,144.9954,19958,510.6676845617986,3780.0,0,85.95652173913044,1043.8666666666666,112.77777777777777
214,ID570352030,4/71 Rosanna Rd,HEIDELBERG,550000.0,t,6/08/2016,3,1.0,2.0,235.0,29.0,-37.7519,145.0696,19935,973.2180420409285,2742.8571428571427,0,143.04166666666666,1283.5625,102.45454545454545
215,ID655467905,63 Oakleigh Rd,CARNEGIE,1170000.0,h,7/05/2016,3,1.0,2.0,461.0,96.0,-37.8988,145.0516,19941,1161.7693594873365,2974.285714285714,0,462.9583333333333,3343.0588235294117,509.8333333333333
216,ID692814805,13/37 Greville St,PRAHRAN,342000.0,u,3/09/2016,1,1.0,1.0,0.0,59.0,-37.8486,144.9872,19958,255.18358071281253,3780.0,0,85.95652173913044,1043.8666666666666,112.77777777777777
218,ID992498002,9/88 Marshall St,IVANHOE,480000.0,u,3/09/2016,2,1.0,1.0,0.0,69.0,-37.77,145.0472,19933,198.67717592787722,2511.4285714285716,0,17.466666666666665,50.4,12.333333333333334
219,ID972334292,61/1 Graham St,PORT MELBOURNE,540000.0,u,27/11/2016,1,1.0,1.0,0.0,19.0,-37.8429,144.9449,20043,2815.5580133849835,0,0,85.95652173913044,1043.8666666666666,112.77777777777777
220,ID584709957,5/33 Gnarwyn Rd,CARNEGIE,632500.0,u,28/05/2016,2,1.0,1.0,99.0,54.0,-37.8946,145.0588,19919,898.619254409289,3909.230769230769,1,462.9583333333333,3343.0588235294117,509.8333333333333
222,ID290918166,5/46 Kororoit Creek Rd,WILLIAMSTOWN NORTH,546000.0,u,8/04/2017,2,1.0,1.0,2023.0,40.0,-37.8573,144.8854,19993,322.52889944449083,1260.0,0,145.1818181818182,787.625,144.22222222222223
223,ID831890126,26 Serpentine St,MONT ALBERT,1200000.0,t,27/06/2016,3,2.0,2.0,255.0,19.0,-37.8192,145.111,19896,481.6313636109079,1452.0,0,46.333333333333336,86.29411764705883,21.666666666666668
224,ID991807036,180 Grandview Gr,ROSANNA,1245000.0,h,16/04/2016,6,3.0,4.0,911.0,49.0,-37.7312,145.0635,19983,761.8040032863814,3042.8571428571427,0,117.80952380952381,378.06666666666666,47.8
225,ID394834740,5 Harcourt St,ASHWOOD,1495000.0,h,8/04/2017,2,1.0,2.0,803.0,69.0,-37.8683,145.1064,19840,773.6506312600334,2663.076923076923,0,209.08333333333334,1886.9375,215.44444444444446
226,ID639812684,2/4 Clovelly Ct,MOUNT WAVERLEY,1250800.0,t,27/05/2017,4,2.0,2.0,243.0,26.0,-37.86463,145.14283999999995,19874,1428.0247141354616,2275.0,0,183.875,1454.9375,194.91666666666666
227,ID402898250,7/1 St Kilda Rd,ST KILDA,616000.0,u,4/06/2016,3,2.0,2.0,0.0,24.0,-37.8573,144.9825,19957,849.4653738784538,1715.0,0,170.45833333333334,1257.5333333333333,169.3
228,ID224508039,20 Perry Cl,MELTON,430000.0,h,3/09/2017,3,1.0,2.0,583.0,39.0,-37.68146,144.57106000000005,19980,2433.8442927555907,2385.0,0,12.583333333333334,13.6,5.142857142857143
229,ID380899102,141 Edward St,BRUNSWICK,1505000.0,h,27/05/2017,3,1.0,1.0,349.0,129.0,-37.7744,144.96753,19969,778.1935329438209,4965.0,1,111.5,355.93333333333334,60.333333333333336
230,ID601337722,146 Donald St,BRUNSWICK,1325000.0,h,23/09/2017,3,1.0,1.0,331.0,99.0,-37.75877,144.97316,19966,1105.9222113683697,5317.5,1,111.5,355.93333333333334,60.333333333333336
231,ID938467551,43 Gloucester St,RESERVOIR,890000.0,h,10/09/2016,3,2.0,2.0,634.0,19.0,-37.7199,144.9965,20010,983.2640344234295,5694.545454545455,0,117.80952380952381,378.06666666666666,47.8
232,ID275313106,81 Kubis Dr,RINGWOOD NORTH,1005000.0,h,29/07/2017,4,2.0,2.0,785.0,69.0,-37.79465,145.2244,19902,2397.887404212719,3784.6153846153848,0,23.866666666666667,90.46666666666667,7.333333333333333
233,ID145554717,12 Wallen Rd,ORMOND,1700000.0,h,26/08/2017,4,2.0,1.0,555.0,69.0,-37.90367,145.05253000000005,19941,1135.6674126180444,3077.1428571428573,1,42.57142857142857,147.0,51.333333333333336
234,ID952227053,7 Robinhood Rd,IVANHOE EAST,2100000.0,h,6/05/2017,2,1.0,2.0,1003.0,39.0,-37.7752,145.0579,19933,1302.7701398071256,2511.4285714285716,0,19.785714285714285,52.0,11.0
235,ID925345490,416 Serpells Tce,DONVALE,1200000.0,h,19/08/2017,4,2.0,2.0,375.0,21.0,-37.77559,145.17933,19900,4851.256135984175,3737.1428571428573,0,415.875,2214.3333333333335,356.44444444444446
236,ID160700173,2/29 Maddox Rd,NEWPORT,735000.0,t,16/04/2016,3,2.0,2.0,0.0,12.0,-37.8436,144.8691,19994,1278.4136894526494,1020.0,0,11.833333333333334,52.2,6.666666666666667
237,ID195214170,48 Bedford St,AIRPORT WEST,872500.0,h,8/04/2017,3,1.0,1.0,594.0,69.0,-37.7203,144.8757,20033,4042.999225862658,2004.0,0,151.83333333333334,1120.7333333333333,125.11111111111111
238,ID474082325,1/173 Glen Huntly Rd,ELWOOD,810000.0,u,17/06/2017,2,1.0,1.0,0.0,84.0,-37.8835,144.99549,19954,495.17607723831554,1830.0,1,208.25,1866.7333333333333,156.9
239,ID686983521,1/40 Godley St,RESERVOIR,260000.0,h,7/05/2016,1,1.0,1.0,141.0,19.0,-37.7025,144.9887,20009,1929.276286451775,4366.666666666667,0,117.80952380952381,378.06666666666666,47.8
240,ID847569136,6 Orlando St,HAMPTON,1475000.0,h,29/04/2017,3,1.0,2.0,251.0,57.0,-37.9411,145.0011,19949,349.1829489236021,2597.6470588235293,0,44.1875,101.33333333333333,24.666666666666668
241,ID560197505,120 Victoria St,BRUNSWICK EAST,1325000.0,h,27/11/2016,3,2.0,2.0,190.0,79.0,-37.7684,144.9739,19968,1261.7933633074706,5025.0,0,100.52380952380952,300.4,45.22222222222222
242,ID790629476,8 Tambet St,BENTLEIGH EAST,1106000.0,h,10/12/2016,3,1.0,2.0,584.0,59.0,-37.9183,145.071,19917,2508.6745025212645,3980.0,0,120.73913043478261,881.5,102.88888888888889
243,ID925304435,2/36 Mulawa St,CROYDON NORTH,1350000.0,h,17/06/2017,6,4.0,4.0,4413.0,3.0,-37.777,145.28113000000005,19878,2052.8840696653924,2778.0,0,14.941176470588236,74.33333333333333,4.875
244,ID423837810,17/29 Bendall St,KENSINGTON,570000.0,u,11/03/2017,3,1.0,2.0,0.0,29.0,-37.7897,144.9239,20040,518.9732101123641,2032.5,0,41.142857142857146,142.4,25.22222222222222
245,ID993630917,38 Bennett Pde,KEW EAST,1700000.0,h,9/09/2017,3,1.0,2.0,579.0,28.0,-37.79733,145.06047,19903,3072.7358151965573,2646.0,0,41.142857142857146,142.4,25.22222222222222
246,ID195921599,688 North Rd,ORMOND,1486000.0,h,13/05/2017,4,2.0,1.0,618.0,24.0,-37.9051,145.0473,19941,707.1065013947353,2690.0,0,42.57142857142857,147.0,51.333333333333336
247,ID272145538,72 Chirnside St,KINGSVILLE,1275000.0,h,24/09/2016,4,2.0,1.0,274.0,109.0,-37.8078,144.8825,20023,711.7065184825838,2070.0,0,121.0909090909091,439.2,60.44444444444444
248,ID275864747,54 Swift St,THORNBURY,1236000.0,h,15/07/2017,3,1.0,1.0,508.0,29.0,-37.76202,145.01772,20015,1833.1469268976696,2362.5,0,316.5416666666667,1022.8125,237.66666666666666
249,ID182024609,23/1 Pottery Ct,BRUNSWICK,315000.0,u,15/07/2017,1,1.0,1.0,0.0,99.0,-37.77034,144.95334,19968,622.2158931603356,5025.0,0,111.5,355.93333333333334,60.333333333333336
250,ID967579342,2/50 Palmer St,RICHMOND,534000.0,u,17/06/2017,1,1.0,1.0,1347.0,16.0,-37.81893,145.00631,19906,966.909329140709,3456.0,0,126.42857142857143,380.2,68.3
251,ID733881136,33 Hannan St,WILLIAMSTOWN,2230000.0,h,10/09/2016,4,2.0,2.0,782.0,119.0,-37.8647,144.8867,19992,688.6930339459408,1320.0,1,130.7826086956522,762.75,109.44444444444444
252,ID281851151,2 Federation La,ABBOTSFORD,855000.0,h,24/06/2017,3,2.0,1.0,92.0,15.0,-37.79683,144.99586000000005,19975,287.2236885267114,4200.0,1,151.83333333333334,1120.7333333333333,125.11111111111111
253,ID225300670,3/132 Widford St,GLENROY,440000.0,t,28/05/2016,3,2.0,1.0,215.0,9.0,-37.6952,144.9256,20031,858.792782173849,1953.3333333333333,0,210.45833333333334,1676.0,169.77777777777777
254,ID864722258,6 Medhurst St,BURWOOD EAST,980000.0,h,16/09/2017,3,1.0,1.0,590.0,59.0,-37.85029,145.13846,19875,2925.616147995454,2285.4545454545455,1,89.21739130434783,317.9375,53.666666666666664
256,ID928937333,43 Kellett Gr,KEW,1211000.0,h,28/05/2016,3,1.0,1.0,633.0,10.0,-37.7916,145.0352,19931,1510.508400551916,2430.0,0,37.04545454545455,154.33333333333334,24.666666666666668
