,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
176,ID3831105462,1,9,6,-38.1109156,144.65417250000002,-37.773845,144.9836895,48197.0,2018-06-23,0:02:20,11495.340000000007,20:50:45,61.41
177,ID1853406706,0,8,3,-37.8158343,145.04645,-37.8142018,144.9713993,7064.0,2018-02-05,15:15:40,2058.0599999999995,15:49:58,9.66
178,ID3938787282,1,4,7,-37.8120691,144.9956889,-37.8618349,144.90571599999998,10626.0,2018-01-06,00:34:37,3505.38,1:33:02,32.53
179,ID1523197676,0,3,9,-37.8252138,144.98471980000002,-38.1109156,144.65417250000002,45713.0,2018-03-01,02:37:10,11044.14,5:41:14,31.18
180,ID3538385174,1,2,1,-37.822179799999994,144.9509976,-37.8121097,144.9518655,1700.0,2018-05-06,10:19:09,422.4,10:12:07,10.04
181,ID3505051905,1,4,9,-37.8021939,145.0040721,-38.1109156,144.65417250000002,47838.0,2018-05-23,06:01:34,11584.02,9:14:38,55.06
182,ID1823698067,0,2,9,-37.8175377,144.94973169999997,-38.1109156,144.65417250000002,42035.0,2018-07-06,6:44:54,10095.48,03:56:39,30.23
183,ID5500019594,2,2,6,-37.814293799999994,144.9389889,-37.773845,144.9836895,6849.0,2018-03-10,17:09:07,1505.52,17:34:12,136.75
184,ID3718349428,1,2,8,-37.8139221,144.9404494,-37.8158343,145.04645,9641.0,2018-04-01,14:50:59,2749.5,14:05:10,24.83
185,ID1666550843,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-07-24,16:41:04,13173.36,13:01:31,31.11
186,ID1367798352,0,9,4,-38.1109156,144.65417250000002,-37.8128227,145.0109342,48070.0,2018-01-27,16:46:31,11547.659999999998,19:58:58,32.85
187,ID3870028562,1,1,4,-37.8065641,144.9415892,-37.800479100000004,145.01000259999998,6986.0,2018-07-05,19:34:35,1862.7000000000005,19:03:33,18.19
188,ID1564453190,0,4,2,-37.8105864,145.0006647,-37.8092158,144.9372023,6163.0,2018-02-08,13:10:33,1537.6799999999994,12:44:56,8.66
189,ID1639597775,0,8,1,-37.8158343,145.04645,-37.817723799999996,144.9695717,7666.0,2018-03-24,18:59:21,2235.54,19:36:36,15.79
190,ID3478009650,1,4,5,-37.8040362,145.0063314,-37.796817,144.931189,8055.0,2018-03-13,12:40:01,2103.5400000000004,13:15:04,19.48
191,ID5689188092,2,1,3,-37.8149294,144.9607603,-37.8230202,145.0025621,4326.0,2018-06-02,22:29:49,1051.5,22:47:20,112.88
192,ID1812573072,0,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-25-03,04:42:04,4298.280000000002,5:53:42,23.67
193,ID1437955672,0,1,4,-37.81698,144.9574679,-37.8016321,144.9973864,4749.0,2018-03-10,12:58:57,1240.2599999999989,13:19:37,15.37
194,ID5303098495,2,9,6,-38.1109156,144.65417250000002,-37.7874421,144.9804091,47035.0,2018-14-06,11:38:17,11413.020000000008,14:48:30,842.83
195,ID1188909581,0,7,6,-37.8618349,144.90571599999998,-37.7907967,144.985865,11711.0,2018-04-17,17:34:35,3859.7999999999984,18:38:54,14.69
196,ID1666974928,0,7,5,-37.8618349,144.90571599999998,-37.80467279999999,144.9365014,10808.0,2018-25-07,11:32:55,3509.219999999999,12:31:24,8.02
197,ID1141623206,0,5,7,-37.8065726,144.9322385,-37.8618349,144.90571599999998,11001.0,2018-16-01,17:40:25,3516.1800000000007,18:39:01,12.78
198,ID1762548449,0,7,3,-37.8618349,144.90571599999998,-37.823839299999996,144.98125430000002,8819.0,2018-14-03,03:22:25,2897.6399999999994,4:10:42,16.61
199,ID3778400375,1,7,2,-37.8618349,144.90571599999998,-37.82315820000001,144.94257340000001,9308.0,2018-01-16,06:47:08,3228.96,7:40:56,19.65
200,ID3519175781,1,6,9,-37.7874421,144.9804091,-38.1109156,144.65417250000002,47035.0,2018-02-16,10:09:52,11407.86,13:19:59,53.95
201,ID1490301575,0,3,6,-37.8133565,144.98830980000002,-37.773845,144.9836895,5933.0,2018-07-06,18:22:09,1259.1,18:43:08,10.29
202,ID1891346750,0,5,9,-37.80582929999999,144.9308676,-38.1109156,144.65417250000002,43687.0,2018-01-12,14:32:19,10483.98,17:27:02,27.15
203,ID1693959601,0,1,6,-37.809172600000004,144.96081569999998,-37.7907967,144.985865,3895.0,2018-01-18,19:23:06,1089.0600000000004,19:41:15,8.72
204,ID3694207722,1,4,3,-37.7976237,144.9932622,-37.8117884,144.98443799999998,2107.0,2018-28-07,13:06:05,627.2399999999999,13:16:32,15.14
205,ID3488723730,1,6,4,-37.7907967,144.985865,-37.7989674,144.9879386,1318.0,2018-04-22,07:41:42,420.12000000000006,7:48:42,9.7
206,ID3140599743,1,5,2,-37.8104078,144.9272887,-37.8243735,144.9472708,3263.0,2018-19-04,16:42:38,758.6399999999999,16:55:16,12.01
207,ID1307362774,0,7,2,-37.8618349,144.90571599999998,-37.813313,144.939603,10199.0,2018-03-04,10:09:50,3356.639999999998,11:05:46,13.7
208,ID3512937076,1,1,2,-37.820477399999994,144.9589368,-37.824664299999995,144.9429264,1692.0,2018-07-23,12:53:11,452.27999999999986,13:00:43,12.07
209,ID1878986285,0,2,1,-37.817578399999995,144.9486776,-37.8124127,144.93764309999997,1510.0,2018-04-20,18:07:43,366.48,18:13:49,7.62
210,ID5944638652,2,7,5,-37.8618349,144.90571599999998,-37.811648100000006,144.9270181,11505.0,2018-13-03,19:49:00,3701.159999999997,20:50:41,290.04
211,ID1458120014,0,3,8,-37.8107123,144.97714950000002,-37.8158343,145.04645,6389.0,2018-06-05,09:00:51,1872.54,9:32:03,5.92
212,ID1702527401,0,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-02-03,06:01:43,4298.280000000002,7:13:21,15.05
213,ID1830346015,0,5,9,-37.804762,144.9241477,-38.1109156,144.65417250000002,44122.0,2018-05-10,03:03:09,10576.62,5:59:25,32.1
214,ID3567547892,1,2,3,-37.8130244,144.9353036,-37.819691299999995,144.9810772,5202.0,2018-04-02,08:06:18,1260.7800000000007,8:27:18,8.13
215,ID3302125894,1,5,9,-37.8061816,144.9396584,-38.1109156,144.65417250000002,43366.0,2018-03-09,23:27:15,10402.8,2:20:37,57.89
216,ID3121009737,1,7,4,-37.8618349,144.90571599999998,-37.814128600000004,145.004671,11419.0,2018-03-03,12:51:37,3619.02,13:51:56,27.31
217,ID5258831965,2,9,3,-38.1109156,144.65417250000002,-37.812159,144.973863,44416.0,2018-05-01,16:17:53,10705.079999999998,19:16:18,800.44
218,ID5686084839,2,4,8,-37.8111429,145.0029111,-37.8158343,145.04645,3911.0,2018-02-07,08:39:50,1284.24,9:01:14,103.83
219,ID3358892184,1,3,2,-37.8179899,144.9941126,-37.8218547,144.947504,4366.0,2018-03-13,23:33:24,1147.8,23:52:31,19.27
220,ID3447673553,1,1,5,-37.799160799999996,144.9605854,-37.805980600000005,144.93913480000003,2679.0,2018-02-26,09:59:37,658.9799999999998,10:10:35,6.6
221,ID1513017865,0,5,7,-37.805528,144.9363773,-37.8618349,144.90571599999998,10764.0,2018-04-31,23:22:01,3490.140000000001,0:20:11,21.19
222,ID3513487577,1,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-04-31,23:55:51,12069.78,3:17:00,66.61
223,ID5833078839,2,1,2,-37.8156862,144.95019430000002,-37.810713,144.938994,2398.0,2018-04-31,13:43:51,631.98,13:54:22,65.02
224,ID3699480823,1,5,8,-37.8187144,144.91674609999998,-37.807202000000004,145.0266373,10702.0,2018-05-02,19:17:24,2797.86,20:04:01,21.53
225,ID5214211896,2,2,1,-37.8249449,144.9487577,-37.8153515,144.9673938,2235.0,2018-02-30,12:45:41,622.2600000000002,12:56:03,65.04
226,ID3899347541,1,1,6,-37.8180759,144.96507830000002,-37.7874325,144.9803767,4115.0,2018-02-30,14:47:36,994.14,15:04:10,16.27
227,ID3277898417,1,7,5,-37.8618349,144.90571599999998,-37.8050924,144.93696740000001,10730.0,2018-03-04,02:43:36,3490.4999999999986,3:41:46,31.24
228,ID1632117840,0,7,4,-37.8618349,144.90571599999998,-37.7987726,144.989628,11193.0,2018-06-31,17:25:02,3630.179999999999,18:25:32,12.93
229,ID5252318001,2,8,5,-37.8158343,145.04645,-37.79846679999999,144.92014740000002,11570.0,2018-02-30,23:27:31,3200.82,0:20:51,261.47
230,ID1933360946,0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-03-25,01:43:53,4292.399999999998,2:55:25,24.0
231,ID1461586683,0,6,8,-37.7874421,144.9804091,-37.807202000000004,145.0266373,5789.0,2018-05-11,11:06:43,1492.6800000000005,11:31:35,5.57
232,ID3942687622,1,2,4,-37.8091367,144.9372571,-37.7997833,145.00977869999997,7916.0,2018-02-30,17:53:26,2035.3199999999995,18:27:21,16.92
233,ID5396329494,2,1,3,-37.8004724,144.9644216,-37.813239200000005,144.9906576,3351.0,2018-07-09,17:57:10,848.0999999999998,18:11:18,79.1
234,ID5155457488,2,4,5,-37.8109101,145.00416040000002,-37.805375299999994,144.9347304,6346.0,2018-05-09,21:57:09,1641.48,22:24:30,149.57
235,ID5444960617,2,4,9,-37.8119045,145.0035363,-38.1109156,144.65417250000002,47139.0,2018-03-04,18:43:09,11305.62,21:51:34,851.02
236,ID1552778628,0,8,4,-37.8158343,145.04645,-37.7997818,144.99240869999997,5850.0,2018-01-21,06:07:35,1788.9000000000005,6:37:23,9.32
237,ID1484189964,0,2,6,-37.8177908,144.9317756,-37.7874325,144.9803767,6602.0,2018-02-09,04:37:38,1661.7600000000016,5:05:19,11.99
238,ID5527361778,2,5,3,-37.815211600000005,144.9275535,-37.808851399999995,144.98326269999998,6208.0,2018-06-08,15:22:18,1579.2599999999993,15:48:37,135.38
239,ID3522774040,1,8,1,-37.8158343,145.04645,-37.79878720000001,144.95922969999998,8485.0,2018-05-24,23:19:09,2445.419999999999,23:59:54,21.58
240,ID1752523579,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-04-17,08:51:38,13173.36,12:31:11,28.53
241,ID3245960918,1,3,8,-37.8269131,144.9809013,-37.8158343,145.04645,7862.0,2018-02-15,13:18:57,2241.12,13:56:18,19.28
242,ID3188659745,1,5,2,-37.8084929,144.9241208,-37.8113745,144.9368917,1829.0,2018-07-09,13:11:31,483.24000000000007,13:19:34,10.19
243,ID5640102940,2,2,9,-37.821048499999996,144.9473608,-38.1109156,144.65417250000002,41852.0,2018-06-31,10:38:15,10061.4,13:25:56,745.11
244,ID1580889083,0,5,3,-37.802689799999996,144.938283,-37.824205299999996,144.9834431,5786.0,2018-01-23,12:10:16,1494.7200000000007,12:35:10,9.8
245,ID1145343973,0,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-02-13,23:15:15,4298.280000000002,0:26:53,18.94
246,ID1910402024,0,3,9,-37.8168075,145.00735930000002,-38.1109156,144.65417250000002,47545.0,2018-04-24,12:01:41,11436.36,15:12:17,30.02
247,ID1486354788,0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-04-31,05:43:13,13204.979999999996,9:23:17,35.95
248,ID5324016027,2,6,9,-37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-01-08,18:52:33,12976.499999999995,22:28:49,968.01
249,ID5884478632,2,8,1,-37.8158343,145.04645,-37.805891700000004,144.9337076,10229.0,2018-01-09,22:14:24,2898.239999999998,23:02:42,239.56
250,ID1671793168,0,9,5,-38.1109156,144.65417250000002,-37.805269200000005,144.9338246,43487.0,2018-06-06,02:42:20,10418.819999999998,5:35:58,30.28
251,ID1946444967,0,5,1,-37.803761,144.9320717,-37.81499779999999,144.9720111,4313.0,2018-07-19,06:08:43,1094.88,6:26:57,6.4
252,ID3222806078,1,5,6,-37.808456400000004,144.93822169999999,-37.7738026,144.98364660000001,10169.0,2018-02-24,10:25:46,3082.320000000001,11:17:08,19.62
253,ID1927707907,0,7,6,-37.8618349,144.90571599999998,-37.7738026,144.98364660000001,16033.0,2018-03-07,02:55:52,5320.6799999999985,4:24:32,21.61
254,ID5692400083,2,5,2,-37.8040237,144.93345580000002,-37.823507299999996,144.9398909,3300.0,2018-07-04,22:22:26,833.22,22:36:19,87.81
255,ID5163821308,2,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-26,19:54:25,13204.979999999996,23:34:29,983.0
256,ID1518182908,0,4,2,-37.8006623,144.9922529,-37.8241365,144.9491165,5494.0,2018-04-08,15:55:11,1527.5400000000006,16:20:38,13.43
257,ID5747532915,2,9,2,-38.1109156,144.65417250000002,-37.815319,144.9367754,42671.0,2018-01-21,19:34:32,10256.459999999995,22:25:28,776.17
258,ID5649759815,2,5,1,-37.806529100000006,144.9325186,-37.820160200000004,144.9508446,2718.0,2018-05-14,11:12:10,685.8599999999999,11:23:35,61.94
259,ID5701706732,2,4,9,-37.811921000000005,145.0156991,-38.1109156,144.65417250000002,48951.0,2018-06-27,23:23:00,11857.02,2:40:37,893.22
260,ID1330450128,0,3,4,-37.8226621,145.00320969999999,-37.8107895,145.0143841,2140.0,2018-05-11,10:59:37,521.9999999999999,11:08:19,5.02
261,ID1494696745,0,5,2,-37.812521200000006,144.9316072,-37.8242325,144.9438579,3288.0,2018-03-26,07:01:28,840.6000000000001,7:15:28,3.98
262,ID1893216141,0,4,7,-37.8044113,144.99356619999998,-37.8618349,144.90571599999998,11036.0,2018-06-20,08:04:31,3604.08,9:04:35,9.7
263,ID3919616735,1,5,2,-37.8017383,144.9311332,-37.8243813,144.9443662,3661.0,2018-05-21,05:34:58,880.3799999999999,5:49:38,18.19
264,ID1205031292,0,2,7,-37.8152689,144.9328059,-37.8618349,144.90571599999998,11075.0,2018-02-01,13:02:49,3638.64,14:03:27,14.0
265,ID5671409100,2,1,6,-37.819857299999995,144.9518752,-37.7874325,144.9803767,5110.0,2018-02-12,15:53:49,1349.2200000000005,16:16:18,118.01
266,ID3355654303,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-04-20,04:11:26,12681.059999999998,7:42:47,68.83
267,ID1921169094,0,9,1,-38.1109156,144.65417250000002,-37.8151483,144.9690846,43911.0,2018-06-06,23:52:44,10530.419999999996,2:48:14,32.66
268,ID3157898884,1,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-07,21:13:04,4911.5999999999985,22:34:55,34.74
269,ID3622109718,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-03-18,19:10:46,13173.36,22:50:19,68.59
270,ID1895855842,0,4,2,-37.808218100000005,145.00962880000003,-37.816221,144.9337563,7433.0,2018-05-08,15:02:46,1850.999999999999,15:33:37,11.09
271,ID1605874771,0,7,5,-37.8618349,144.90571599999998,-37.8001749,144.9371792,11075.0,2018-04-15,13:54:15,3625.259999999999,14:54:40,18.3
272,ID1450177006,0,9,8,-38.1109156,144.65417250000002,-37.807202000000004,145.0266373,49777.0,2018-03-11,13:17:18,12099.660000000005,16:38:57,35.39
273,ID5178215653,2,4,3,-37.805511100000004,144.9984334,-37.8160154,144.9851741,2191.0,2018-04-20,15:47:59,534.4200000000002,15:56:53,58.15
274,ID1648475135,0,9,2,-38.1109156,144.65417250000002,-37.8169266,144.9317806,43248.0,2018-06-25,22:36:28,10379.399999999998,1:29:27,31.51
275,ID1166726507,0,5,1,-37.79821,144.91648999999998,-37.8124804,144.93620790000003,6116.0,2018-01-27,22:37:26,1453.9799999999998,23:01:39,19.86
276,ID5785713672,2,5,7,-37.810169099999996,144.9365608,-37.8618349,144.90571599999998,10497.0,2018-05-15,07:57:34,3411.120000000001,8:54:25,260.61
277,ID1716145348,0,6,1,-37.7874325,144.9803767,-37.799993799999996,144.97483,1726.0,2018-07-23,18:58:33,424.32,19:05:37,9.13
278,ID3200591895,1,5,2,-37.8009902,144.918032,-37.8186913,144.9427556,3982.0,2018-01-27,05:02:16,1112.88,5:20:48,25.47
279,ID1436983791,0,9,3,-38.1109156,144.65417250000002,-37.8231165,144.97087019999998,44334.0,2018-07-14,07:20:36,10779.959999999995,10:20:15,28.07
280,ID5826759969,2,4,8,-37.800069799999996,144.9953249,-37.8158343,145.04645,5640.0,2018-07-08,16:39:20,1707.12,17:07:47,151.39
281,ID1751812389,0,6,1,-37.7907967,144.985865,-37.804520600000004,144.96324040000002,3333.0,2018-02-03,23:55:32,972.9600000000003,0:11:44,18.05
282,ID1713082027,0,6,4,-37.7874421,144.9804091,-37.8068488,144.9979094,3787.0,2018-01-23,23:09:23,980.1,23:25:43,12.48
283,ID5936969568,2,4,7,-37.8145049,144.99991740000002,-37.8618349,144.90571599999998,10913.0,2018-07-27,22:35:18,3479.340000000001,23:33:17,281.43
284,ID1696355480,0,3,4,-37.8243677,144.9924436,-37.799568900000004,144.99501930000002,3123.0,2018-04-14,09:09:21,815.2200000000001,9:22:56,6.72
285,ID1517093387,0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-02-20,07:28:54,4911.5999999999985,8:50:45,12.15
286,ID1559088343,0,2,4,-37.8122826,144.9384914,-37.8047683,144.9981308,6523.0,2018-05-10,05:41:30,1678.98,6:09:28,13.69
287,ID3517938684,1,1,9,-37.801738799999995,144.9574225,-38.1109156,144.65417250000002,44051.0,2018-05-15,05:27:46,10685.94,8:25:51,58.7
288,ID5603403929,2,9,4,-38.1109156,144.65417250000002,-37.8143336,145.01445890000002,48552.0,2018-06-14,10:48:22,11727.36,14:03:49,867.27
289,ID1585155503,0,5,8,-37.8066068,144.9324524,-37.8158343,145.04645,10357.0,2018-02-08,16:55:30,2918.34,17:44:08,12.39
290,ID3267934086,1,6,5,-37.7738026,144.98364660000001,-37.8033171,144.9368699,10085.0,2018-02-02,10:44:36,3055.8599999999988,11:35:31,16.64
291,ID5790714492,2,5,7,-37.8005849,144.9344349,-37.8618349,144.90571599999998,13740.0,2018-07-07,23:46:55,4291.8600000000015,0:58:26,349.44
292,ID3939961904,1,6,7,-37.7907967,144.985865,-37.8618349,144.90571599999998,11711.0,2018-03-20,03:30:06,3866.9400000000014,4:34:32,31.76
293,ID1439451830,0,7,3,-37.8618349,144.90571599999998,-37.8190083,144.9770033,8588.0,2018-01-18,12:09:04,2887.1999999999994,12:57:11,12.47
294,ID3655392377,1,4,8,-37.7999953,145.0149822,-37.8158343,145.04645,5475.0,2018-05-11,09:57:29,1660.56,10:25:09,10.29
295,ID1501482864,0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-07-17,21:57:46,12681.060000000005,1:29:07,35.02
296,ID3993023132,1,5,9,-37.8111596,144.9295583,-38.1109156,144.65417250000002,44104.0,2018-03-25,10:12:12,10565.04,13:08:17,52.8
297,ID3650059768,1,7,1,-37.8618349,144.90571599999998,-37.8129912,144.952109,9014.0,2018-07-19,09:06:56,3067.7999999999993,9:58:03,19.08
298,ID1395877814,0,2,5,-37.8135585,144.9371334,-37.807430700000005,144.9340125,935.0,2018-06-09,00:53:01,210.06,0:56:31,13.99
299,ID5674360936,2,9,6,-38.1109156,144.65417250000002,-37.7738026,144.98364660000001,51061.0,2018-02-18,10:11:13,12952.44000000001,13:47:05,963.68
300,ID1155941109,0,3,1,-37.814108000000004,144.972422,-37.8134156,144.940074,3605.0,2018-03-04,17:39:47,905.4599999999997,17:54:52,13.51
301,ID5596714226,2,5,7,-37.8044173,144.93469109999998,-37.8618349,144.90571599999998,10914.0,2018-02-10,00:55:42,3523.5600000000004,1:54:25,292.47
302,ID1922547132,0,3,5,-37.8192211,144.9733815,-37.8046136,144.92312719999998,5293.0,2018-03-06,21:00:24,1294.6799999999996,21:21:58,14.93
303,ID3521579589,1,7,1,-37.8618349,144.90571599999998,-37.817662,144.9704051,8031.0,2018-06-16,02:01:21,2762.8799999999987,2:47:23,25.95
304,ID5200892134,2,8,6,-37.8158343,145.04645,-37.7907967,144.985865,7470.0,2018-01-05,07:23:37,2302.380000000001,8:01:59,179.46
305,ID1651805155,0,4,9,-37.8054502,144.99880090000002,-38.1109156,144.65417250000002,47126.0,2018-04-28,16:38:57,11408.579999999998,19:49:05,32.02
306,ID3264433673,1,6,5,-37.7874325,144.9803767,-37.8029372,144.9355722,6393.0,2018-02-10,19:07:50,1694.8799999999994,19:36:04,20.13
307,ID3835321327,1,9,4,-38.1109156,144.65417250000002,-37.8158766,145.0044301,47317.0,2018-02-28,10:09:25,11384.700000000004,13:19:09,53.57
308,ID3136322433,1,3,2,-37.825089299999995,144.9821619,-37.817115,144.9321309,5504.0,2018-04-23,09:44:13,1139.0399999999995,10:03:12,7.96
309,ID3313369637,1,5,1,-37.7985094,144.9200724,-37.8204838,144.9661266,5634.0,2018-01-24,02:03:55,1447.5600000000006,2:28:02,20.37
310,ID1720265971,0,3,5,-37.811884899999995,144.9853537,-37.7999149,144.93632649999998,7159.0,2018-01-06,20:43:03,1807.56,21:13:10,15.12
311,ID3821268935,1,1,5,-37.8238402,144.9563789,-37.8089572,144.9286705,3364.0,2018-01-11,04:15:48,862.44,4:30:10,16.62
312,ID1872212784,0,1,5,-37.815217700000005,144.9619514,-37.805141299999995,144.9344689,3080.0,2018-02-02,10:56:48,700.9799999999998,11:08:28,4.19
313,ID1527932557,0,5,9,-37.8047047,144.92791619999997,-38.1109156,144.65417250000002,44012.0,2018-07-10,15:31:03,10513.32,18:26:16,26.89
314,ID1244599026,0,3,1,-37.823493,144.980533,-37.8123988,144.94717219999998,4204.0,2018-03-12,12:48:27,1108.7400000000002,13:06:55,5.18
315,ID3799100505,1,7,5,-37.8618349,144.90571599999998,-37.801289000000004,144.9360284,12700.0,2018-07-09,05:17:29,4007.219999999998,6:24:16,30.98
316,ID3331702423,1,4,7,-37.8118717,144.9999248,-37.8618349,144.90571599999998,10919.0,2018-01-19,23:32:40,3549.600000000001,0:31:49,29.11
317,ID1442719264,0,4,2,-37.8030914,145.008892,-37.8243979,144.9446312,6958.0,2018-04-08,10:10:56,1931.7600000000007,10:43:07,10.95
318,ID1348734115,0,7,6,-37.8618349,144.90571599999998,-37.7908183,144.9857929,11712.0,2018-03-22,10:35:30,3700.9799999999987,11:37:10,9.35
319,ID1350485782,0,9,6,-38.1109156,144.65417250000002,-37.7874421,144.9804091,47035.0,2018-01-19,12:11:29,11413.020000000008,15:21:42,29.94
320,ID1386310051,0,6,4,-37.7874325,144.9803767,-37.811921000000005,145.0156991,5762.0,2018-02-09,19:59:45,1502.5800000000004,20:24:47,11.63
